id|name|dept|salary
5431|APR|2|321222
5432|MAY|2|321222
5433|JUN|2|321222
5434|JUL|2|321222
5435|AUG|2|321222
5436|SEP|2|321222
5437|OCT|2|321222
5438|NOV|2|321222
5439|DEC|2|321222
5440|JAN|2|321222
5441|FEB|2|321222
5442|MAR|2|321222
5443|APR|2|321222
5444|MAY|2|321222
5445|JUN|2|321222
5446|JUL|2|321222
5447|AUG|2|321222
5448|SEP|2|321222
5449|OCT|2|321222
5450|NOV|2|321222
5451|DEC|2|321222
5452|JAN|2|321222
5453|FEB|2|321222
5454|MAR|2|321222
5455|APR|2|321222
5456|MAY|2|321222
5457|JUN|2|321222
5458|JUL|2|321222
5459|AUG|2|321222
5460|SEP|2|321222
5461|OCT|2|321222
5462|NOV|2|321222
5463|DEC|2|321222
5464|JAN|2|321222
5465|FEB|2|321222
5466|MAR|2|321222
5467|APR|2|321222
5468|MAY|2|321222
5469|JUN|2|321222
5470|JUL|2|321222
5471|AUG|2|321222
5472|SEP|2|321222
5473|OCT|2|321222
5474|NOV|2|321222
5475|DEC|2|321222
5476|JAN|2|321222
5477|FEB|2|321222
5478|MAR|2|321222
5479|APR|2|321222
5480|MAY|2|321222
5481|JUN|2|321222
5482|JUL|2|321222
5483|AUG|2|321222
5484|SEP|2|321222
5485|OCT|2|321222
5486|NOV|2|321222
5487|DEC|2|321222
5488|JAN|2|321222
5489|FEB|2|321222
5490|MAR|2|321222
5491|APR|2|321222
5492|MAY|2|321222
5493|JUN|2|321222
5494|JUL|2|321222
5495|AUG|2|321222
5496|SEP|2|321222
5497|OCT|2|321222
5498|NOV|2|321222
5499|DEC|2|321222
5500|JAN|2|321222
5501|FEB|2|321222
5502|MAR|2|321222
5503|APR|2|321222
5504|MAY|2|321222
5505|JUN|2|321222
5506|JUL|2|321222
5507|AUG|2|321222
5508|SEP|2|321222
5509|OCT|2|321222
5510|NOV|2|321222
5511|DEC|2|321222
5512|JAN|2|321222
5513|FEB|2|321222
5514|MAR|2|321222
5515|APR|2|321222
5516|MAY|2|321222
5517|JUN|2|321222
5518|JUL|2|321222
5519|AUG|2|321222
5520|SEP|2|321222
5521|OCT|2|321222
5522|NOV|2|321222
5523|DEC|2|321222
5524|JAN|2|321222
5525|FEB|2|321222
5526|MAR|2|321222
5527|APR|2|321222
5528|MAY|2|321222
5529|JUN|2|321222
5530|JUL|2|321222
5531|AUG|2|321222
5532|SEP|2|321222
5533|OCT|2|321222
5534|NOV|2|321222
5535|DEC|2|321222
5536|JAN|2|321222
5537|FEB|2|321222
5538|MAR|2|321222
5539|APR|2|321222
5540|MAY|2|321222
5541|JUN|2|321222
5542|JUL|2|321222
5543|AUG|2|321222
5544|SEP|2|321222
5545|OCT|2|321222
5546|NOV|2|321222
5547|DEC|2|321222
5548|JAN|2|321222
5549|FEB|2|321222
5550|MAR|2|321222
5551|APR|2|321222
5552|MAY|2|321222
5553|JUN|2|321222
5554|JUL|2|321222
5555|AUG|2|321222
5556|SEP|2|321222
5557|OCT|2|321222
5558|NOV|2|321222
5559|DEC|2|321222
5560|JAN|2|321222
5561|FEB|2|321222
5562|MAR|2|321222
5563|APR|2|321222
5564|MAY|2|321222
5565|JUN|2|321222
5566|JUL|2|321222
5567|AUG|2|321222
5568|SEP|2|321222
5569|OCT|2|321222
5570|NOV|2|321222
5571|DEC|2|321222
5572|JAN|2|321222
5573|FEB|2|321222
5574|MAR|2|321222
5575|APR|2|321222
5576|MAY|2|321222
5577|JUN|2|321222
5578|JUL|2|321222
5579|AUG|2|321222
5580|SEP|2|321222
5581|OCT|2|321222
5582|NOV|2|321222
5583|DEC|2|321222
5584|JAN|2|321222
5585|FEB|2|321222
5586|MAR|2|321222
5587|APR|2|321222
5588|MAY|2|321222
5589|JUN|2|321222
5590|JUL|2|321222
5591|AUG|2|321222
5592|SEP|2|321222
5593|OCT|2|321222
5594|NOV|2|321222
5595|DEC|2|321222
5596|JAN|2|321222
5597|FEB|2|321222
5598|MAR|2|321222
5599|APR|2|321222
5600|MAY|2|321222
5601|JUN|2|321222
5602|JUL|2|321222
5603|AUG|2|321222
5604|SEP|2|321222
5605|OCT|2|321222
5606|NOV|2|321222
5607|DEC|2|321222
5608|JAN|2|321222
5609|FEB|2|321222
5610|MAR|2|321222
5611|APR|2|321222
5612|MAY|2|321222
5613|JUN|2|321222
5614|JUL|2|321222
5615|AUG|2|321222
5616|SEP|2|321222
5617|OCT|2|321222
5618|NOV|2|321222
5619|DEC|2|321222
5620|JAN|2|321222
5621|FEB|2|321222
5622|MAR|2|321222
5623|APR|2|321222
5624|MAY|2|321222
5625|JUN|2|321222
5626|JUL|2|321222
5627|AUG|2|321222
5628|SEP|2|321222
5629|OCT|2|321222
5630|NOV|2|321222
5631|DEC|2|321222
5632|JAN|2|321222
5633|FEB|2|321222
5634|MAR|2|321222
5635|APR|2|321222
5636|MAY|2|321222
5637|JUN|2|321222
5638|JUL|2|321222
5639|AUG|2|321222
5640|SEP|2|321222
5641|OCT|2|321222
5642|NOV|2|321222
5643|DEC|2|321222
5644|JAN|2|321222
5645|FEB|2|321222
5646|MAR|2|321222
5647|APR|2|321222
5648|MAY|2|321222
5649|JUN|2|321222
5650|JUL|2|321222
5651|AUG|2|321222
5652|SEP|2|321222
5653|OCT|2|321222
5654|NOV|2|321222
5655|DEC|2|321222
5656|JAN|2|321222
5657|FEB|2|321222
5658|MAR|2|321222
5659|APR|2|321222
5660|MAY|2|321222
5661|JUN|2|321222
5662|JUL|2|321222
5663|AUG|2|321222
5664|SEP|2|321222
5665|OCT|2|321222
5666|NOV|2|321222
5667|DEC|2|321222
5668|JAN|2|321222
5669|FEB|2|321222
5670|MAR|2|321222
5671|APR|2|321222
5672|MAY|2|321222
5673|JUN|2|321222
5674|JUL|2|321222
5675|AUG|2|321222
5676|SEP|2|321222
5677|OCT|2|321222
5678|NOV|2|321222
5679|DEC|2|321222
5680|JAN|2|321222
5681|FEB|2|321222
5682|MAR|2|321222
5683|APR|2|321222
5684|MAY|2|321222
5685|JUN|2|321222
5686|JUL|2|321222
5687|AUG|2|321222
5688|SEP|2|321222
5689|OCT|2|321222
5690|NOV|2|321222
5691|DEC|2|321222
5692|JAN|2|321222
5693|FEB|2|321222
5694|MAR|2|321222
5695|APR|2|321222
5696|MAY|2|321222
5697|JUN|2|321222
5698|JUL|2|321222
5699|AUG|2|321222
5700|SEP|2|321222
5701|OCT|2|321222
5702|NOV|2|321222
5703|DEC|2|321222
5704|JAN|2|321222
5705|FEB|2|321222
5706|MAR|2|321222
5707|APR|2|321222
5708|MAY|2|321222
5709|JUN|2|321222
5710|JUL|2|321222
5711|AUG|2|321222
5712|SEP|2|321222
5713|OCT|2|321222
5714|NOV|2|321222
5715|DEC|2|321222
5716|JAN|2|321222
5717|FEB|2|321222
5718|MAR|2|321222
5719|APR|2|321222
5720|MAY|2|321222
5721|JUN|2|321222
5722|JUL|2|321222
5723|AUG|2|321222
5724|SEP|2|321222
5725|OCT|2|321222
5726|NOV|2|321222
5727|DEC|2|321222
5728|JAN|2|321222
5729|FEB|2|321222
5730|MAR|2|321222
5731|APR|2|321222
5732|MAY|2|321222
5733|JUN|2|321222
5734|JUL|2|321222
5735|AUG|2|321222
5736|SEP|2|321222
5737|OCT|2|321222
5738|NOV|2|321222
5739|DEC|2|321222
5740|JAN|2|321222
5741|FEB|2|321222
5742|MAR|2|321222
5743|APR|2|321222
5744|MAY|2|321222
5745|JUN|2|321222
5746|JUL|2|321222
5747|AUG|2|321222
5748|SEP|2|321222
5749|OCT|2|321222
5750|NOV|2|321222
5751|DEC|2|321222
5752|JAN|2|321222
5753|FEB|2|321222
5754|MAR|2|321222
5755|APR|2|321222
5756|MAY|2|321222
5757|JUN|2|321222
5758|JUL|2|321222
5759|AUG|2|321222
5760|SEP|2|321222
5761|OCT|2|321222
5762|NOV|2|321222
5763|DEC|2|321222
5764|JAN|2|321222
5765|FEB|2|321222
5766|MAR|2|321222
5767|APR|2|321222
5768|MAY|2|321222
5769|JUN|2|321222
5770|JUL|2|321222
5771|AUG|2|321222
5772|SEP|2|321222
5773|OCT|2|321222
5774|NOV|2|321222
5775|DEC|2|321222
5776|JAN|2|321222
5777|FEB|2|321222
5778|MAR|2|321222
5779|APR|2|321222
5780|MAY|2|321222
5781|JUN|2|321222
5782|JUL|2|321222
5783|AUG|2|321222
5784|SEP|2|321222
5785|OCT|2|321222
5786|NOV|2|321222
5787|DEC|2|321222
5788|JAN|2|321222
5789|FEB|2|321222
5790|MAR|2|321222
5791|APR|2|321222
5792|MAY|2|321222
5793|JUN|2|321222
5794|JUL|2|321222
5795|AUG|2|321222
5796|SEP|2|321222
5797|OCT|2|321222
5798|NOV|2|321222
5799|DEC|2|321222
5800|JAN|2|321222
5801|FEB|2|321222
5802|MAR|2|321222
5803|APR|2|321222
5804|MAY|2|321222
5805|JUN|2|321222
5806|JUL|2|321222
5807|AUG|2|321222
5808|SEP|2|321222
5809|OCT|2|321222
5810|NOV|2|321222
5811|DEC|2|321222
5812|JAN|2|321222
5813|FEB|2|321222
5814|MAR|2|321222
5815|APR|2|321222
5816|MAY|2|321222
5817|JUN|2|321222
5818|JUL|2|321222
5819|AUG|2|321222
5820|SEP|2|321222
5821|OCT|2|321222
5822|NOV|2|321222
5823|DEC|2|321222
5824|JAN|2|321222
5825|FEB|2|321222
5826|MAR|2|321222
5827|APR|2|321222
5828|MAY|2|321222
5829|JUN|2|321222
5830|JUL|2|321222
5831|AUG|2|321222
5832|SEP|2|321222
5833|OCT|2|321222
5834|NOV|2|321222
5835|DEC|2|321222
5836|JAN|2|321222
5837|FEB|2|321222
5838|MAR|2|321222
5839|APR|2|321222
5840|MAY|2|321222
5841|JUN|2|321222
5842|JUL|2|321222
5843|AUG|2|321222
5844|SEP|2|321222
5845|OCT|2|321222
5846|NOV|2|321222
5847|DEC|2|321222
5848|JAN|2|321222
5849|FEB|2|321222
5850|MAR|2|321222
5851|APR|2|321222
5852|MAY|2|321222
5853|JUN|2|321222
5854|JUL|2|321222
5855|AUG|2|321222
5856|SEP|2|321222
5857|OCT|2|321222
5858|NOV|2|321222
5859|DEC|2|321222
5860|JAN|2|321222
5861|FEB|2|321222
5862|MAR|2|321222
5863|APR|2|321222
5864|MAY|2|321222
5865|JUN|2|321222
5866|JUL|2|321222
5867|AUG|2|321222
5868|SEP|2|321222
5869|OCT|2|321222
5870|NOV|2|321222
5871|DEC|2|321222
5872|JAN|2|321222
5873|FEB|2|321222
5874|MAR|2|321222
5875|APR|2|321222
5876|MAY|2|321222
5877|JUN|2|321222
5878|JUL|2|321222
5879|AUG|2|321222
5880|SEP|2|321222
5881|OCT|2|321222
5882|NOV|2|321222
5883|DEC|2|321222
5884|JAN|2|321222
5885|FEB|2|321222
5886|MAR|2|321222
5887|APR|2|321222
5888|MAY|2|321222
5889|JUN|2|321222
5890|JUL|2|321222
5891|AUG|2|321222
5892|SEP|2|321222
5893|OCT|2|321222
5894|NOV|2|321222
5895|DEC|2|321222
5896|JAN|2|321222
5897|FEB|2|321222
5898|MAR|2|321222
5899|APR|2|321222
5900|MAY|2|321222
5901|JUN|2|321222
5902|JUL|2|321222
5903|AUG|2|321222
5904|SEP|2|321222
5905|OCT|2|321222
5906|NOV|2|321222
5907|DEC|2|321222
5908|JAN|2|321222
5909|FEB|2|321222
5910|MAR|2|321222
5911|APR|2|321222
5912|MAY|2|321222
5913|JUN|2|321222
5914|JUL|2|321222
5915|AUG|2|321222
5916|SEP|2|321222
5917|OCT|2|321222
5918|NOV|2|321222
5919|DEC|2|321222
5920|JAN|2|321222
5921|FEB|2|321222
5922|MAR|2|321222
5923|APR|2|321222
5924|MAY|2|321222
5925|JUN|2|321222
5926|JUL|2|321222
5927|AUG|2|321222
5928|SEP|2|321222
5929|OCT|2|321222
5930|NOV|2|321222
5931|DEC|2|321222
5932|JAN|2|321222
5933|FEB|2|321222
5934|MAR|2|321222
5935|APR|2|321222
5936|MAY|2|321222
5937|JUN|2|321222
5938|JUL|2|321222
5939|AUG|2|321222
5940|SEP|2|321222
5941|OCT|2|321222
5942|NOV|2|321222
5943|DEC|2|321222
5944|JAN|2|321222
5945|FEB|2|321222
5946|MAR|2|321222
5947|APR|2|321222
5948|MAY|2|321222
5949|JUN|2|321222
5950|JUL|2|321222
5951|AUG|2|321222
5952|SEP|2|321222
5953|OCT|2|321222
5954|NOV|2|321222
5955|DEC|2|321222
5956|JAN|2|321222
5957|FEB|2|321222
5958|MAR|2|321222
5959|APR|2|321222
5960|MAY|2|321222
5961|JUN|2|321222
5962|JUL|2|321222
5963|AUG|2|321222
5964|SEP|2|321222
5965|OCT|2|321222
5966|NOV|2|321222
5967|DEC|2|321222
5968|JAN|2|321222
5969|FEB|2|321222
5970|MAR|2|321222
5971|APR|2|321222
5972|MAY|2|321222
5973|JUN|2|321222
5974|JUL|2|321222
5975|AUG|2|321222
5976|SEP|2|321222
5977|OCT|2|321222
5978|NOV|2|321222
5979|DEC|2|321222
5980|JAN|2|321222
5981|FEB|2|321222
5982|MAR|2|321222
5983|APR|2|321222
5984|MAY|2|321222
5985|JUN|2|321222
5986|JUL|2|321222
5987|AUG|2|321222
5988|SEP|2|321222
5989|OCT|2|321222
5990|NOV|2|321222
5991|DEC|2|321222
5992|JAN|2|321222
5993|FEB|2|321222
5994|MAR|2|321222
5995|APR|2|321222
5996|MAY|2|321222
5997|JUN|2|321222
5998|JUL|2|321222
5999|AUG|2|321222
6000|SEP|2|321222
6001|OCT|2|321222
6002|NOV|2|321222
6003|DEC|2|321222
6004|JAN|2|321222
6005|FEB|2|321222
6006|MAR|2|321222
6007|APR|2|321222
6008|MAY|2|321222
6009|JUN|2|321222
6010|JUL|2|321222
6011|AUG|2|321222
6012|SEP|2|321222
6013|OCT|2|321222
6014|NOV|2|321222
6015|DEC|2|321222
6016|JAN|2|321222
6017|FEB|2|321222
6018|MAR|2|321222
6019|APR|2|321222
6020|MAY|2|321222
6021|JUN|2|321222
6022|JUL|2|321222
6023|AUG|2|321222
6024|SEP|2|321222
6025|OCT|2|321222
6026|NOV|2|321222
6027|DEC|2|321222
6028|JAN|2|321222
6029|FEB|2|321222
6030|MAR|2|321222
6031|APR|2|321222
6032|MAY|2|321222
6033|JUN|2|321222
6034|JUL|2|321222
6035|AUG|2|321222
6036|SEP|2|321222
6037|OCT|2|321222
6038|NOV|2|321222
6039|DEC|2|321222
6040|JAN|2|321222
6041|FEB|2|321222
6042|MAR|2|321222
6043|APR|2|321222
6044|MAY|2|321222
6045|JUN|2|321222
6046|JUL|2|321222
6047|AUG|2|321222
6048|SEP|2|321222
6049|OCT|2|321222
6050|NOV|2|321222
6051|DEC|2|321222
6052|JAN|2|321222
6053|FEB|2|321222
6054|MAR|2|321222
6055|APR|2|321222
6056|MAY|2|321222
6057|JUN|2|321222
6058|JUL|2|321222
6059|AUG|2|321222
6060|SEP|2|321222
6061|OCT|2|321222
6062|NOV|2|321222
6063|DEC|2|321222
6064|JAN|2|321222
6065|FEB|2|321222
6066|MAR|2|321222
6067|APR|2|321222
6068|MAY|2|321222
6069|JUN|2|321222
6070|JUL|2|321222
6071|AUG|2|321222
6072|SEP|2|321222
6073|OCT|2|321222
6074|NOV|2|321222
6075|DEC|2|321222
6076|JAN|2|321222
6077|FEB|2|321222
6078|MAR|2|321222
6079|APR|2|321222
6080|MAY|2|321222
6081|JUN|2|321222
6082|JUL|2|321222
6083|AUG|2|321222
6084|SEP|2|321222
6085|OCT|2|321222
6086|NOV|2|321222
6087|DEC|2|321222
6088|JAN|2|321222
6089|FEB|2|321222
6090|MAR|2|321222
6091|APR|2|321222
6092|MAY|2|321222
6093|JUN|2|321222
6094|JUL|2|321222
6095|AUG|2|321222
6096|SEP|2|321222
6097|OCT|2|321222
6098|NOV|2|321222
6099|DEC|2|321222
6100|JAN|2|321222
6101|FEB|2|321222
6102|MAR|2|321222
6103|APR|2|321222
6104|MAY|2|321222
6105|JUN|2|321222
6106|JUL|2|321222
6107|AUG|2|321222
6108|SEP|2|321222
6109|OCT|2|321222
6110|NOV|2|321222
6111|DEC|2|321222
6112|JAN|2|321222
6113|FEB|2|321222
6114|MAR|2|321222
6115|APR|2|321222
6116|MAY|2|321222
6117|JUN|2|321222
6118|JUL|2|321222
6119|AUG|2|321222
6120|SEP|2|321222
6121|OCT|2|321222
6122|NOV|2|321222
6123|DEC|2|321222
6124|JAN|2|321222
6125|FEB|2|321222
6126|MAR|2|321222
6127|APR|2|321222
6128|MAY|2|321222
6129|JUN|2|321222
6130|JUL|2|321222
6131|AUG|2|321222
6132|SEP|2|321222
6133|OCT|2|321222
6134|NOV|2|321222
6135|DEC|2|321222
6136|JAN|2|321222
6137|FEB|2|321222
6138|MAR|2|321222
6139|APR|2|321222
6140|MAY|2|321222
6141|JUN|2|321222
6142|JUL|2|321222
6143|AUG|2|321222
6144|SEP|2|321222
6145|OCT|2|321222
6146|NOV|2|321222
6147|DEC|2|321222
6148|JAN|2|321222
6149|FEB|2|321222
6150|MAR|2|321222
6151|APR|2|321222
6152|MAY|2|321222
6153|JUN|2|321222
6154|JUL|2|321222
6155|AUG|2|321222
6156|SEP|2|321222
6157|OCT|2|321222
6158|NOV|2|321222
6159|DEC|2|321222
6160|JAN|2|321222
6161|FEB|2|321222
6162|MAR|2|321222
6163|APR|2|321222
6164|MAY|2|321222
6165|JUN|2|321222
6166|JUL|2|321222
6167|AUG|2|321222
6168|SEP|2|321222
6169|OCT|2|321222
6170|NOV|2|321222
6171|DEC|2|321222
6172|JAN|2|321222
6173|FEB|2|321222
6174|MAR|2|321222
6175|APR|2|321222
6176|MAY|2|321222
6177|JUN|2|321222
6178|JUL|2|321222
6179|AUG|2|321222
6180|SEP|2|321222
6181|OCT|2|321222
6182|NOV|2|321222
6183|DEC|2|321222
6184|JAN|2|321222
6185|FEB|2|321222
6186|MAR|2|321222
6187|APR|2|321222
6188|MAY|2|321222
6189|JUN|2|321222
6190|JUL|2|321222
6191|AUG|2|321222
6192|SEP|2|321222
6193|OCT|2|321222
6194|NOV|2|321222
6195|DEC|2|321222
6196|JAN|2|321222
6197|FEB|2|321222
6198|MAR|2|321222
6199|APR|2|321222
6200|MAY|2|321222
6201|JUN|2|321222
6202|JUL|2|321222
6203|AUG|2|321222
6204|SEP|2|321222
6205|OCT|2|321222
6206|NOV|2|321222
6207|DEC|2|321222
6208|JAN|2|321222
6209|FEB|2|321222
6210|MAR|2|321222
6211|APR|2|321222
6212|MAY|2|321222
6213|JUN|2|321222
6214|JUL|2|321222
6215|AUG|2|321222
6216|SEP|2|321222
6217|OCT|2|321222
6218|NOV|2|321222
6219|DEC|2|321222
6220|JAN|2|321222
6221|FEB|2|321222
6222|MAR|2|321222
6223|APR|2|321222
6224|MAY|2|321222
6225|JUN|2|321222
6226|JUL|2|321222
6227|AUG|2|321222
6228|SEP|2|321222
6229|OCT|2|321222
6230|NOV|2|321222
6231|DEC|2|321222
6232|JAN|2|321222
6233|FEB|2|321222
6234|MAR|2|321222
6235|APR|2|321222
6236|MAY|2|321222
6237|JUN|2|321222
6238|JUL|2|321222
6239|AUG|2|321222
6240|SEP|2|321222
6241|OCT|2|321222
6242|NOV|2|321222
6243|DEC|2|321222
6244|JAN|2|321222
6245|FEB|2|321222
6246|MAR|2|321222
6247|APR|2|321222
6248|MAY|2|321222
6249|JUN|2|321222
6250|JUL|2|321222
6251|AUG|2|321222
6252|SEP|2|321222
6253|OCT|2|321222
6254|NOV|2|321222
6255|DEC|2|321222
6256|JAN|2|321222
6257|FEB|2|321222
6258|MAR|2|321222
6259|APR|2|321222
6260|MAY|2|321222
6261|JUN|2|321222
6262|JUL|2|321222
6263|AUG|2|321222
6264|SEP|2|321222
6265|OCT|2|321222
6266|NOV|2|321222
6267|DEC|2|321222
6268|JAN|2|321222
6269|FEB|2|321222
6270|MAR|2|321222
6271|APR|2|321222
6272|MAY|2|321222
6273|JUN|2|321222
6274|JUL|2|321222
6275|AUG|2|321222
6276|SEP|2|321222
6277|OCT|2|321222
6278|NOV|2|321222
6279|DEC|2|321222
6280|JAN|2|321222
6281|FEB|2|321222
6282|MAR|2|321222
6283|APR|2|321222
6284|MAY|2|321222
6285|JUN|2|321222
6286|JUL|2|321222
6287|AUG|2|321222
6288|SEP|2|321222
6289|OCT|2|321222
6290|NOV|2|321222
6291|DEC|2|321222
6292|JAN|2|321222
6293|FEB|2|321222
6294|MAR|2|321222
6295|APR|2|321222
6296|MAY|2|321222
6297|JUN|2|321222
6298|JUL|2|321222
6299|AUG|2|321222
6300|SEP|2|321222
6301|OCT|2|321222
6302|NOV|2|321222
6303|DEC|2|321222
6304|JAN|2|321222
6305|FEB|2|321222
6306|MAR|2|321222
6307|APR|2|321222
6308|MAY|2|321222
6309|JUN|2|321222
6310|JUL|2|321222
6311|AUG|2|321222
6312|SEP|2|321222
6313|OCT|2|321222
6314|NOV|2|321222
6315|DEC|2|321222
6316|JAN|2|321222
6317|FEB|2|321222
6318|MAR|2|321222
6319|APR|2|321222
6320|MAY|2|321222
6321|JUN|2|321222
6322|JUL|2|321222
6323|AUG|2|321222
6324|SEP|2|321222
6325|OCT|2|321222
6326|NOV|2|321222
6327|DEC|2|321222
6328|JAN|2|321222
6329|FEB|2|321222
6330|MAR|2|321222
6331|APR|2|321222
6332|MAY|2|321222
6333|JUN|2|321222
6334|JUL|2|321222
6335|AUG|2|321222
6336|SEP|2|321222
6337|OCT|2|321222
6338|NOV|2|321222
6339|DEC|2|321222
6340|JAN|2|321222
6341|FEB|2|321222
6342|MAR|2|321222
6343|APR|2|321222
6344|MAY|2|321222
6345|JUN|2|321222
6346|JUL|2|321222
6347|AUG|2|321222
6348|SEP|2|321222
6349|OCT|2|321222
6350|NOV|2|321222
6351|DEC|2|321222
6352|JAN|2|321222
6353|FEB|2|321222
6354|MAR|2|321222
6355|APR|2|321222
6356|MAY|2|321222
6357|JUN|2|321222
6358|JUL|2|321222
6359|AUG|2|321222
6360|SEP|2|321222
6361|OCT|2|321222
6362|NOV|2|321222
6363|DEC|2|321222
6364|JAN|2|321222
6365|FEB|2|321222
6366|MAR|2|321222
6367|APR|2|321222
6368|MAY|2|321222
6369|JUN|2|321222
6370|JUL|2|321222
6371|AUG|2|321222
6372|SEP|2|321222
6373|OCT|2|321222
6374|NOV|2|321222
6375|DEC|2|321222
6376|JAN|2|321222
6377|FEB|2|321222
6378|MAR|2|321222
6379|APR|2|321222
6380|MAY|2|321222
6381|JUN|2|321222
6382|JUL|2|321222
6383|AUG|2|321222
6384|SEP|2|321222
6385|OCT|2|321222
6386|NOV|2|321222
6387|DEC|2|321222
6388|JAN|2|321222
6389|FEB|2|321222
6390|MAR|2|321222
6391|APR|2|321222
6392|MAY|2|321222
6393|JUN|2|321222
6394|JUL|2|321222
6395|AUG|2|321222
6396|SEP|2|321222
6397|OCT|2|321222
6398|NOV|2|321222
6399|DEC|2|321222
6400|JAN|2|321222
6401|FEB|2|321222
6402|MAR|2|321222
6403|APR|2|321222
6404|MAY|2|321222
6405|JUN|2|321222
6406|JUL|2|321222
6407|AUG|2|321222
6408|SEP|2|321222
6409|OCT|2|321222
6410|NOV|2|321222
6411|DEC|2|321222
6412|JAN|2|321222
6413|FEB|2|321222
6414|MAR|2|321222
6415|APR|2|321222
6416|MAY|2|321222
6417|JUN|2|321222
6418|JUL|2|321222
6419|AUG|2|321222
6420|SEP|2|321222
6421|OCT|2|321222
6422|NOV|2|321222
6423|DEC|2|321222
6424|JAN|2|321222
6425|FEB|2|321222
6426|MAR|2|321222
6427|APR|2|321222
6428|MAY|2|321222
6429|JUN|2|321222
6430|JUL|2|321222
6431|AUG|2|321222
6432|SEP|2|321222
6433|OCT|2|321222
6434|NOV|2|321222
6435|DEC|2|321222
6436|JAN|2|321222
6437|FEB|2|321222
6438|MAR|2|321222
6439|APR|2|321222
6440|MAY|2|321222
6441|JUN|2|321222
6442|JUL|2|321222
6443|AUG|2|321222
6444|SEP|2|321222
6445|OCT|2|321222
6446|NOV|2|321222
6447|DEC|2|321222
6448|JAN|2|321222
6449|FEB|2|321222
6450|MAR|2|321222
6451|APR|2|321222
6452|MAY|2|321222
6453|JUN|2|321222
6454|JUL|2|321222
6455|AUG|2|321222
6456|SEP|2|321222
6457|OCT|2|321222
6458|NOV|2|321222
6459|DEC|2|321222
6460|JAN|2|321222
6461|FEB|2|321222
6462|MAR|2|321222
6463|APR|2|321222
6464|MAY|2|321222
6465|JUN|2|321222
6466|JUL|2|321222
6467|AUG|2|321222
6468|SEP|2|321222
6469|OCT|2|321222
6470|NOV|2|321222
6471|DEC|2|321222
6472|JAN|2|321222
6473|FEB|2|321222
6474|MAR|2|321222
6475|APR|2|321222
6476|MAY|2|321222
6477|JUN|2|321222
6478|JUL|2|321222
6479|AUG|2|321222
6480|SEP|2|321222
6481|OCT|2|321222
6482|NOV|2|321222
6483|DEC|2|321222
6484|JAN|2|321222
6485|FEB|2|321222
6486|MAR|2|321222
6487|APR|2|321222
6488|MAY|2|321222
6489|JUN|2|321222
6490|JUL|2|321222
6491|AUG|2|321222
6492|SEP|2|321222
6493|OCT|2|321222
6494|NOV|2|321222
6495|DEC|2|321222
6496|JAN|2|321222
6497|FEB|2|321222
6498|MAR|2|321222
6499|APR|2|321222
6500|MAY|2|321222
6501|JUN|2|321222
6502|JUL|2|321222
6503|AUG|2|321222
6504|SEP|2|321222
6505|OCT|2|321222
6506|NOV|2|321222
6507|DEC|2|321222
6508|JAN|2|321222
6509|FEB|2|321222
6510|MAR|2|321222
6511|APR|2|321222
6512|MAY|2|321222
6513|JUN|2|321222
6514|JUL|2|321222
6515|AUG|2|321222
6516|SEP|2|321222
6517|OCT|2|321222
6518|NOV|2|321222
6519|DEC|2|321222
6520|JAN|2|321222
6521|FEB|2|321222
6522|MAR|2|321222
6523|APR|2|321222
6524|MAY|2|321222
6525|JUN|2|321222
6526|JUL|2|321222
6527|AUG|2|321222
6528|SEP|2|321222
6529|OCT|2|321222
6530|NOV|2|321222
6531|DEC|2|321222
6532|JAN|2|321222
6533|FEB|2|321222
6534|MAR|2|321222
6535|APR|2|321222
6536|MAY|2|321222
6537|JUN|2|321222
6538|JUL|2|321222
6539|AUG|2|321222
6540|SEP|2|321222
6541|OCT|2|321222
6542|NOV|2|321222
6543|DEC|2|321222
6544|JAN|2|321222
6545|FEB|2|321222
6546|MAR|2|321222
6547|APR|2|321222
6548|MAY|2|321222
6549|JUN|2|321222
6550|JUL|2|321222
6551|AUG|2|321222
6552|SEP|2|321222
6553|OCT|2|321222
6554|NOV|2|321222
6555|DEC|2|321222
6556|JAN|2|321222
6557|FEB|2|321222
6558|MAR|2|321222
6559|APR|2|321222
6560|MAY|2|321222
6561|JUN|2|321222
6562|JUL|2|321222
6563|AUG|2|321222
6564|SEP|2|321222
6565|OCT|2|321222
6566|NOV|2|321222
6567|DEC|2|321222
6568|JAN|2|321222
6569|FEB|2|321222
6570|MAR|2|321222
6571|APR|2|321222
6572|MAY|2|321222
6573|JUN|2|321222
6574|JUL|2|321222
6575|AUG|2|321222
6576|SEP|2|321222
6577|OCT|2|321222
6578|NOV|2|321222
6579|DEC|2|321222
6580|JAN|2|321222
6581|FEB|2|321222
6582|MAR|2|321222
6583|APR|2|321222
6584|MAY|2|321222
6585|JUN|2|321222
6586|JUL|2|321222
6587|AUG|2|321222
6588|SEP|2|321222
6589|OCT|2|321222
6590|NOV|2|321222
6591|DEC|2|321222
6592|JAN|2|321222
6593|FEB|2|321222
6594|MAR|2|321222
6595|APR|2|321222
6596|MAY|2|321222
6597|JUN|2|321222
6598|JUL|2|321222
6599|AUG|2|321222
6600|SEP|2|321222
6601|OCT|2|321222
6602|NOV|2|321222
6603|DEC|2|321222
6604|JAN|2|321222
